entry_id,project_id,employee_id,date,hours,billable,activity_type
86,48,160,2021-05-06 20:20:46.432854560,7.5,True,Documentation
96,58,113,2022-11-21 13:15:22.627182210,6.5,False,Documentation
78,101,108,2024-04-05 20:27:03.925772100,6.1,True,Research
75,95,59,2024-11-02 04:08:02.797288889,8.0,True,Analysis
98,79,73,2024-06-20 11:17:27.939814578,5.5,True,Analysis
82,100,87,2021-10-16 19:33:00.016220519,7.4,True,Meeting
85,129,99,2024-02-07 23:44:58.817886896,5.9,True,Research
84,110,102,2024-03-22 18:52:39.058169783,5.8,True,Research
110,97,101,2024-11-07 07:50:07.644107533,9.4,True,Meeting
95,93,117,2024-06-02 22:35:57.670289206,5.8,True,Research
96,90,74,2020-07-19 06:56:18.144798744,4.2,True,Research
111,97,84,2024-05-23 16:39:49.494041192,10.3,False,Training
97,109,160,2020-01-20 11:20:58.896731038,6.5,True,Analysis
94,129,153,2022-07-16 10:04:43.079362921,6.0,True,Research
109,95,86,2023-07-22 05:35:40.147625928,8.7,True,Analysis
113,98,108,2022-11-17 19:32:20.862878873,6.5,True,Analysis
97,134,77,2022-02-11 16:46:33.223774052,6.9,True,Research
101,108,86,2024-02-28 02:22:08.714390331,7.2,True,Documentation
84,108,90,2022-07-02 23:51:32.190806698,8.1,True,Analysis
82,98,92,2024-01-10 14:52:58.836295506,8.1,True,Research
115,73,141,2020-05-08 02:12:17.593845256,9.6,True,Meeting
108,76,118,2020-10-18 10:56:53.095415548,9.4,True,Research
109,107,85,2023-01-12 11:53:22.565345393,7.6,True,Research
105,97,92,2022-11-11 20:15:09.351351706,9.5,True,Research
100,101,97,2020-11-21 06:01:19.083044119,9.1,True,Documentation
113,74,81,2024-06-06 14:21:05.421296520,6.7,True,Research
118,102,136,2020-08-19 15:01:40.097350103,8.9,True,Analysis
118,100,93,2020-11-01 13:30:34.068204367,11.6,True,Research
97,85,96,2023-10-20 09:40:09.693153281,6.8,True,Research
127,90,98,2021-09-22 09:52:15.407115984,7.6,True,Research
104,63,83,2022-01-02 07:59:04.619288378,3.8,True,Research
112,101,87,2024-12-25 07:35:36.394851802,8.1,True,Analysis
105,100,103,2022-03-18 19:44:43.811651929,8.5,True,Documentation
104,92,124,2020-06-30 08:11:12.058021195,7.9,True,Research
85,107,141,2024-08-13 21:49:22.528169093,8.2,False,Research
114,127,153,2022-11-15 05:50:39.902010790,8.9,False,Research
156,134,98,2021-03-21 23:56:13.716053192,6.3,True,Documentation
92,124,121,2020-06-04 17:16:51.921083584,6.1,True,Analysis
101,94,74,2022-02-27 12:42:15.658785997,8.5,True,Research
91,74,96,2024-08-24 12:28:27.688490881,8.3,True,Research
90,103,89,2022-07-06 10:08:08.080964647,6.8,False,Analysis
130,107,94,2022-05-05 00:01:19.955614479,8.0,True,Meeting
86,108,104,2022-03-26 19:49:48.532542488,7.2,True,Analysis
90,134,147,2021-05-07 08:31:59.779282428,8.9,False,Research
68,58,107,2022-03-16 13:15:23.159285228,8.5,False,Research
84,137,116,2020-10-05 08:30:08.294127135,8.1,True,Research
65,95,119,2024-05-02 23:48:26.708001488,6.6,True,Documentation
112,150,104,2021-04-18 15:04:34.792565499,5.9,True,Analysis
155,79,83,2021-08-20 21:07:03.508633808,8.6,True,Research
92,96,86,2023-03-14 05:51:53.502254194,11.5,True,Documentation
66,94,75,2022-04-15 08:31:25.416122745,7.7,False,Research
117,121,109,2024-03-29 14:30:40.883754332,5.8,True,Research
85,112,98,2020-02-17 17:27:27.137916964,10.1,True,Research
125,71,104,2021-06-09 16:00:47.418436563,9.8,False,Research
94,82,81,2022-02-23 13:13:17.721775806,9.6,False,Analysis
87,116,105,2022-05-17 17:26:30.295142181,7.1,True,Analysis
96,106,101,2024-12-13 17:23:43.734200245,6.9,True,Research
115,133,86,2021-06-21 18:16:50.221535076,6.8,True,Analysis
95,119,100,2024-04-07 17:26:17.975382960,6.8,True,Research
90,95,114,2020-10-13 07:34:32.577529778,7.8,True,Research
96,109,100,2023-07-17 11:37:29.741945160,7.2,True,Research
74,150,107,2023-12-02 12:16:33.749704148,7.6,True,Research
107,99,149,2021-01-17 02:33:50.388464130,8.1,False,Research
64,77,105,2020-07-25 14:33:11.902346636,7.0,True,Research
91,95,107,2022-10-03 23:40:14.459837175,5.5,True,Analysis
115,75,97,2023-05-22 01:51:03.301273249,5.9,True,Research
106,103,128,2024-07-25 18:42:29.149516472,7.4,False,Documentation
111,91,104,2023-01-29 02:13:20.137312638,7.7,True,Meeting
98,126,139,2021-12-04 21:42:25.101231074,5.2,True,Documentation
123,126,126,2024-07-23 01:42:14.374673841,7.2,True,Research
118,85,115,2022-04-28 15:49:41.881749022,8.2,True,Meeting
108,76,128,2020-11-13 06:29:40.205303192,8.8,True,Analysis
118,78,140,2024-10-21 02:27:52.321581198,8.2,True,Analysis
115,83,111,2022-04-21 02:24:58.326884907,8.9,True,Documentation
91,77,88,2021-10-03 22:14:00.430015457,8.4,True,Documentation
73,99,105,2024-03-26 09:18:50.610276440,5.0,True,Documentation
108,109,115,2024-10-22 14:53:49.029692425,7.2,True,Research
110,81,86,2021-06-15 13:17:50.245958407,8.5,True,Meeting
121,67,109,2021-03-29 10:14:55.932011469,6.0,True,Research
81,90,125,2023-01-24 11:38:34.952080304,8.5,True,Analysis
81,85,79,2022-12-26 23:47:23.688428050,5.0,True,Documentation
109,101,146,2023-12-24 16:45:38.294355496,9.5,True,Analysis
98,93,100,2024-09-17 00:31:44.834241920,7.7,True,Documentation
62,77,111,2020-01-24 09:35:21.970700664,5.7,True,Training
107,101,121,2021-06-22 06:53:37.205975070,6.0,True,Research
62,106,86,2020-07-16 19:03:46.582439368,7.9,True,Documentation
81,99,146,2021-08-17 09:34:06.425264188,6.9,True,Research
127,89,87,2021-03-25 16:49:30.008650018,10.2,True,Meeting
136,116,136,2024-02-07 18:40:07.981725848,7.0,True,Research
75,83,104,2023-06-03 15:44:58.630809751,7.8,True,Research
93,134,98,2023-03-30 09:06:33.092701552,9.9,True,Research
100,108,139,2023-12-06 23:25:57.968455078,8.1,True,Meeting
135,126,131,2022-05-06 16:07:40.342497760,6.8,True,Research
90,76,83,2020-09-22 07:24:20.138016282,6.8,True,Documentation
90,66,107,2022-02-15 12:58:24.039241936,9.1,True,Documentation
130,100,104,2021-08-08 01:35:45.749666722,9.9,True,Research
92,103,100,2020-05-16 22:29:59.151782223,6.4,True,Analysis
114,92,118,2023-09-05 04:38:48.835548241,6.5,True,Research
70,109,94,2022-10-23 05:11:59.903444336,6.7,True,Analysis
96,103,92,2022-12-11 11:43:29.917828792,7.9,True,Research
66,105,114,2022-02-19 22:45:30.110434008,10.2,False,Analysis
78,82,82,2023-02-22 09:18:57.973942459,8.8,True,Analysis
116,93,86,2023-02-05 23:25:55.886816180,7.8,True,Research
99,82,104,2021-05-26 18:34:17.171059229,7.9,True,Research
93,76,132,2020-08-24 06:36:45.584797359,8.3,True,Documentation
85,141,140,2022-03-30 04:21:35.037255891,5.0,True,Analysis
95,82,98,2023-07-21 12:41:21.563830193,8.0,True,Analysis
106,118,98,2023-01-17 04:46:45.289797842,11.2,True,Meeting
119,93,123,2022-07-29 09:11:33.466047615,6.5,True,Research
47,94,68,2021-10-23 17:19:54.266619014,4.0,True,Analysis
83,103,132,2020-08-28 18:35:58.790514676,10.0,True,Research
103,76,96,2024-04-06 20:30:04.669430026,6.7,True,Research
98,54,106,2020-07-29 21:24:48.953691447,7.7,True,Research
108,86,113,2021-05-26 08:22:34.869239606,8.7,True,Analysis
105,79,147,2020-06-14 05:18:05.151718873,8.9,True,Research
93,97,97,2022-12-12 14:25:30.416215447,9.9,True,Documentation
89,97,65,2024-12-02 01:30:53.445216461,8.4,False,Research
95,105,97,2021-03-03 15:04:10.317458888,8.1,True,Analysis
122,114,124,2022-08-15 09:01:51.926422280,9.1,True,Research
85,85,83,2024-08-19 00:16:54.526063515,5.3,True,Meeting
98,100,68,2023-01-25 05:35:44.576518126,10.0,False,Research
103,79,141,2020-06-11 16:37:48.853388871,2.4,True,Analysis
131,96,93,2024-07-29 09:04:12.917255673,7.6,True,Research
93,89,86,2021-10-25 15:50:32.017263882,7.9,True,Documentation
119,82,82,2024-10-18 23:55:51.866999845,8.5,True,Analysis
124,86,115,2020-09-24 00:25:31.269430510,3.5,True,Meeting
98,97,75,2024-07-17 14:08:28.600467040,5.5,True,Analysis
95,81,98,2024-09-09 01:36:03.841395360,8.5,True,Meeting
93,118,140,2023-08-10 13:09:13.573747114,9.7,True,Research
94,110,120,2023-07-21 08:28:09.362195235,6.9,False,Analysis
117,72,135,2024-08-22 10:51:20.459568693,6.8,True,Analysis
104,93,110,2022-01-13 05:46:53.230954673,6.9,False,Documentation
104,80,81,2024-04-14 22:51:21.059049008,9.1,True,Documentation
77,106,92,2023-04-27 20:08:00.336192791,9.9,False,Research
80,73,87,2021-08-29 18:49:27.538136070,7.5,True,Meeting
142,54,108,2020-02-07 07:03:30.978729356,8.0,True,Research
96,126,111,2023-10-14 02:30:29.877344894,6.7,True,Training
84,158,90,2022-05-27 18:09:01.046783403,7.5,True,Analysis
128,95,106,2024-01-10 10:51:36.635954353,8.2,True,Meeting
105,128,121,2022-03-23 02:59:26.314918907,8.9,True,Research
111,70,131,2020-07-05 22:04:59.905651316,6.3,True,Analysis
97,134,100,2022-10-20 11:45:15.287524548,8.7,True,Research
93,134,59,2023-02-25 11:05:38.112902461,6.0,True,Research
96,107,86,2022-04-16 01:48:27.846136704,4.0,True,Research
72,132,87,2020-10-23 08:28:14.800660739,9.1,False,Research
98,95,75,2020-07-09 23:02:09.803787043,8.1,True,Research
105,96,82,2021-05-19 21:30:28.540799799,10.0,True,Documentation
137,76,87,2023-06-15 10:41:35.330724409,5.9,True,Analysis
101,121,98,2022-06-16 14:36:06.548698914,8.9,False,Training
53,71,110,2022-08-02 08:30:37.316024542,7.0,True,Research
98,73,86,2022-01-25 17:46:29.655295396,9.3,True,Research
154,95,84,2023-08-30 12:36:58.329819374,7.8,True,Meeting
117,93,110,2024-06-23 19:42:18.176873932,7.1,True,Analysis
83,124,111,2022-08-22 08:31:03.520477268,6.2,True,Analysis
111,105,102,2024-09-23 23:06:58.371421485,8.2,True,Research
85,93,121,2021-04-02 10:43:03.749601109,7.6,True,Research
72,116,101,2023-06-17 11:27:59.643570373,6.7,False,Analysis
93,92,88,2024-08-28 17:23:17.108352974,9.1,True,Research
101,109,73,2024-10-19 09:10:58.249316136,8.5,True,Research
62,83,123,2020-06-03 09:28:10.633118633,4.7,True,Analysis
77,109,125,2022-12-02 06:19:32.009627632,6.5,True,Analysis
100,93,89,2020-07-12 19:32:53.479058330,8.3,True,Documentation
91,106,102,2021-07-07 09:14:45.353968331,6.6,False,Analysis
107,112,107,2023-03-17 08:19:08.844633283,5.9,True,Meeting
75,94,116,2024-11-30 09:29:55.825012508,5.5,True,Analysis
114,96,98,2024-05-23 17:59:05.604185518,5.8,False,Analysis
76,109,114,2021-12-21 12:37:56.508582513,8.3,True,Research
132,105,100,2021-08-21 13:47:02.835681573,7.0,False,Training
65,139,107,2022-12-26 07:10:19.093797657,5.0,True,Research
78,90,128,2020-02-11 21:05:09.145976435,6.2,True,Documentation
108,79,70,2023-06-14 19:04:00.813499455,6.8,False,Research
133,97,147,2020-06-09 01:11:23.447814292,8.1,True,Documentation
106,74,90,2020-03-08 01:29:36.062149627,5.7,True,Research
111,103,87,2021-04-04 23:41:48.398788592,4.7,True,Documentation
100,103,73,2021-04-11 21:50:36.620318155,7.7,True,Meeting
79,101,116,2023-10-05 17:35:37.523904992,7.9,False,Analysis
90,118,125,2023-07-07 05:12:00.381969601,9.5,True,Research
75,96,98,2020-04-25 22:55:21.557446283,9.2,True,Analysis
74,78,99,2021-12-21 02:25:47.110135846,6.4,True,Analysis
108,103,91,2023-04-21 19:22:15.494448827,8.5,True,Training
77,83,113,2020-10-11 15:59:10.062821527,8.5,True,Documentation
106,71,65,2022-11-28 20:33:35.198662896,6.1,True,Research
73,117,75,2022-04-11 18:58:22.685781123,7.7,True,Research
105,101,119,2022-10-07 18:16:34.953202541,7.0,False,Research
90,82,87,2024-09-22 01:39:28.568041155,7.4,True,Documentation
128,117,140,2022-12-08 05:32:59.273602426,6.9,True,Analysis
106,64,102,2024-09-15 04:02:34.211628175,9.7,True,Analysis
124,57,110,2020-05-05 01:39:32.822004488,9.0,False,Research
84,123,96,2024-04-12 11:15:02.536042585,9.0,True,Meeting
101,111,109,2021-06-11 02:49:10.195852368,9.5,False,Research
80,94,124,2021-09-05 11:04:58.716557722,6.5,False,Analysis
91,106,87,2020-10-14 10:32:28.048176604,7.2,True,Documentation
94,82,82,2021-11-09 02:10:35.349516285,8.3,True,Research
85,112,147,2022-09-06 05:10:06.785228930,6.1,True,Analysis
75,96,88,2023-04-23 07:38:29.793865020,9.3,True,Analysis
71,82,69,2022-03-20 03:49:48.083360293,6.6,True,Meeting
53,123,68,2024-10-23 16:13:07.375490702,4.5,True,Research
78,93,102,2023-01-21 18:04:23.200064412,6.8,True,Research
112,95,97,2021-05-10 15:24:26.502025078,6.9,True,Documentation
68,116,117,2023-03-29 20:50:21.383876999,8.1,True,Research
72,76,108,2023-09-05 00:55:53.499024228,3.8,True,Research
135,121,81,2020-03-06 20:00:38.659366201,7.8,True,Research
87,97,98,2023-09-21 12:50:04.989596613,7.8,False,Meeting
106,108,117,2020-04-15 14:04:49.475221747,9.9,True,Meeting
112,107,97,2022-07-14 21:08:42.368662278,6.9,True,Research
113,92,125,2020-01-04 15:59:51.443264962,7.9,True,Research
69,73,86,2020-10-14 02:38:18.734211776,7.1,True,Analysis
95,105,98,2023-01-09 02:39:18.711084755,7.5,True,Research
67,124,119,2021-12-12 22:21:27.310537333,6.5,True,Research
148,74,106,2021-03-14 18:16:55.903407183,11.1,False,Documentation
68,106,102,2021-01-17 17:18:06.407187331,7.0,True,Documentation
79,95,111,2024-06-13 03:50:10.402673509,7.4,True,Research
79,86,59,2022-11-18 20:53:05.656742300,9.1,True,Documentation
70,90,100,2024-01-26 23:15:49.554132882,6.5,True,Research
127,96,111,2023-01-16 07:48:13.442862635,10.0,True,Analysis
148,103,114,2020-07-14 10:14:29.556923923,8.1,True,Training
90,96,83,2023-02-08 16:15:29.304109392,8.2,True,Meeting
73,54,147,2021-07-06 07:44:31.981386132,7.7,True,Analysis
55,103,90,2023-05-15 18:09:54.559396221,7.8,False,Documentation
95,108,106,2022-08-02 09:18:57.902788008,7.2,True,Research
93,83,101,2024-10-21 04:30:25.297007385,8.9,True,Analysis
86,57,106,2022-06-16 21:55:14.424862676,5.2,True,Research
104,93,96,2024-03-30 20:00:13.971226554,8.9,True,Research
107,90,139,2020-06-06 00:00:35.103432608,8.2,True,Meeting
106,137,118,2020-08-29 12:01:56.568448065,10.8,True,Training
93,122,100,2020-09-27 06:25:03.360219556,9.0,True,Documentation
77,119,116,2024-06-04 12:46:23.899325759,6.0,True,Analysis
113,77,79,2020-11-18 02:38:41.078771638,8.1,True,Training
100,121,124,2024-09-14 06:20:41.441849612,10.2,True,Documentation
117,116,86,2023-10-26 00:36:52.196757410,7.4,True,Research
115,96,97,2021-10-11 12:37:32.742634270,6.6,False,Research
71,137,104,2023-10-06 03:53:52.042177460,9.1,True,Documentation
71,92,111,2022-05-28 04:43:22.046380665,7.6,False,Research
84,97,116,2022-01-17 12:04:10.762946387,6.7,True,Documentation
78,105,104,2024-05-20 07:18:18.904803229,5.5,True,Research
115,77,99,2020-09-03 20:13:06.311224403,8.4,False,Training
107,84,125,2020-10-12 22:45:56.351765971,5.3,True,Training
121,110,130,2021-02-15 12:18:59.844631416,8.9,True,Documentation
107,72,125,2023-04-26 02:43:26.814170205,8.2,True,Documentation
104,82,125,2021-10-05 05:17:27.156535897,6.0,True,Analysis
123,72,108,2023-11-24 17:26:10.460298054,9.4,True,Analysis
109,88,90,2020-11-19 17:03:08.115970183,7.3,True,Research
101,111,139,2023-06-19 22:02:31.716227840,6.4,True,Analysis
129,94,114,2024-11-25 00:59:20.324489049,5.6,True,Analysis
102,86,86,2024-10-14 02:29:10.677161000,6.0,True,Research
93,77,81,2023-12-11 00:02:04.523520376,8.0,False,Research
83,58,130,2022-02-19 06:18:19.666961443,7.2,True,Documentation
114,120,110,2020-04-05 11:05:50.693574583,7.4,True,Training
124,89,83,2023-04-21 13:29:11.029527974,7.1,True,Research
98,111,107,2020-01-07 05:35:03.236900366,10.7,False,Documentation
126,103,94,2023-11-19 13:38:52.848239102,9.4,True,Meeting
60,116,128,2021-07-06 05:15:55.479677091,10.3,True,Documentation
98,67,141,2024-05-10 07:02:54.805401677,6.9,True,Training
99,82,94,2021-07-06 10:40:44.719500671,8.8,False,Research
85,83,89,2023-01-03 13:13:43.106584592,6.6,True,Research
147,142,111,2020-01-27 03:55:52.584816355,4.1,True,Meeting
98,108,79,2024-06-01 20:26:22.552167089,5.9,True,Research
91,104,72,2024-01-17 11:02:21.331875567,10.0,True,Research
100,83,97,2022-10-29 13:10:16.603890141,8.1,True,Research
59,101,104,2020-06-24 06:04:03.018263917,9.4,False,Analysis
84,80,114,2023-05-28 13:01:02.918367365,5.7,True,Analysis
119,81,130,2024-01-16 23:38:16.564187363,7.5,True,Research
87,105,120,2024-05-06 18:03:12.995735883,7.3,True,Research
83,104,111,2023-02-23 18:38:40.370350687,4.5,True,Analysis
126,119,98,2021-03-07 03:24:23.117957959,9.7,True,Analysis
126,116,149,2024-10-20 14:06:02.912845069,8.6,True,Documentation
110,104,160,2022-09-30 19:47:19.343666890,6.8,True,Analysis
90,105,59,2020-06-05 20:54:48.614806623,9.6,False,Research
95,76,104,2024-10-15 20:04:16.293948208,5.3,True,Analysis
83,74,91,2024-08-09 21:52:43.697134320,7.7,True,Analysis
80,85,128,2021-03-29 16:46:06.048751829,7.3,True,Training
79,108,131,2020-02-11 01:52:56.451173438,7.0,True,Analysis
87,87,85,2020-12-26 03:50:21.236195183,9.5,True,Research
79,123,77,2022-10-07 07:11:32.394709450,7.6,True,Analysis
68,101,94,2020-02-09 17:40:49.446211669,5.9,False,Research
104,106,153,2024-11-12 13:27:07.905563306,8.0,True,Meeting
104,107,70,2020-10-31 10:21:43.226621738,6.6,True,Research
134,109,98,2024-09-14 14:00:58.082355383,7.1,True,Research
86,86,132,2023-10-11 07:22:09.277548898,8.8,False,Analysis
105,117,90,2024-11-30 22:33:48.183051307,6.4,False,Documentation
106,108,91,2020-05-03 14:20:33.885998896,8.0,True,Analysis
94,116,86,2020-06-18 09:12:30.775321448,6.8,True,Documentation
114,83,98,2024-09-25 01:51:34.843987479,7.9,True,Documentation
115,103,94,2020-02-22 06:58:47.564534747,8.3,True,Research
106,91,114,2021-01-18 14:51:11.560008554,10.5,True,Research
94,96,89,2021-01-14 18:27:23.354602823,8.7,True,Documentation
